10000,0.000363
20000,0.000640
30000,0.000817
40000,0.001194
50000,0.001350
60000,0.001623
70000,0.002109
80000,0.002708
90000,0.002871
100000,0.002925
110000,0.003813
120000,0.003330
130000,0.004016
140000,0.003740
150000,0.004590
160000,0.005214
170000,0.005049
180000,0.006525
190000,0.006922
200000,0.005990
210000,0.006038
220000,0.005865
230000,0.005889
240000,0.005528
250000,0.006384
260000,0.006630
270000,0.006171
280000,0.007023
290000,0.010188
300000,0.010024
310000,0.010076
320000,0.008896
330000,0.010332
340000,0.010465
350000,0.010725
360000,0.010819
370000,0.011624
380000,0.012338
390000,0.010966
400000,0.011168
410000,0.013787
420000,0.013115
430000,0.011602
440000,0.011833
450000,0.013484
460000,0.011766
470000,0.014149
480000,0.012257
490000,0.013144
500000,0.012252
510000,0.012253
520000,0.013863
530000,0.015150
540000,0.014403
550000,0.015891
560000,0.015405
570000,0.014206
580000,0.006911
590000,0.018208
600000,0.018636
610000,0.020810
620000,0.021601
630000,0.019053
640000,0.019094
650000,0.019839
660000,0.022415
670000,0.024870
680000,0.020147
690000,0.021092
700000,0.025818
710000,0.023564
720000,0.024034
730000,0.024057
740000,0.022029
750000,0.021414
760000,0.024164
770000,0.024635
780000,0.025200
790000,0.025731
800000,0.024637
810000,0.022959
820000,0.023333
830000,0.026531
840000,0.024900
850000,0.025219
860000,0.027866
870000,0.026061
880000,0.026916
890000,0.024089
900000,0.027991
910000,0.025694
920000,0.025539
930000,0.026099
940000,0.028153
950000,0.033121
960000,0.035629
970000,0.030669
980000,0.029257
990000,0.031077
1000000,0.032615
